取引先コード,取引先名,取引先名かな,取引先略称名,インボイス発行事業者区分,インボイス登録番号,郵便番号,住所1,住所2,住所3,国名,取引通貨,国内・国外取引,タグ,フラグ,得意先有無,仕入先有無,請求先コード,請求先は宛名の置換のみ,得意先部署,得意先担当者役職,得意先担当者,得意先敬称,得意先電話番号,得意先FAX番号,得意先メールアドレス,得意先担当者コード,得意先担当社員名,得意先取引形態区分,得意先締日１,得意先締日２,得意先締日３,入金予定日１,入金予定日２,入金予定日３,得意先単価ランク,得意先掛率,得意先別単価の使用,得意先金額丸め区分,得意先内税外税区分,得意先消費税計上区分,得意先消費税丸め区分,与信限度額,前回請求額,前回売掛残,前回請求額（円転）,前回売掛残（円転）,売上伝票採番区分,請求書発行区分,請求書入金明細印字区分,見積書発行元ｺｰﾄﾞ,注文請書発行元ｺｰﾄﾞ,納品書発行元ｺｰﾄﾞ,請求書発行元ｺｰﾄﾞ,インボイス発行元ｺｰﾄﾞ,統一伝票用社名,統一伝票用店名,統一伝票用社店コード,統一伝票用分類コード,統一伝票用伝票区分,統一伝票用取引先ｺｰﾄﾞ,統一伝票用L欄,得意先メモ,支払先コード,支払先は宛名の置換のみ,仕入先部署,仕入先担当者役職,仕入先担当者,仕入先敬称,仕入先電話番号,仕入先FAX番号,仕入先メールアドレス,仕入先担当者コード,仕入先担当社員名,仕入先取引形態区分,仕入先締日１,仕入先締日２,仕入先締日３,支払予定日１,支払予定日２,支払予定日３,仕入先単価ランク,仕入先掛率,仕入先別単価の使用,仕入先金額丸め区分,仕入先内税外税区分,仕入先消費税計上区分,仕入先消費税丸め区分,前回支払予定額,前回買掛残,前回支払予定額（円転）,前回買掛残（円転）,仕入伝票採番区分,支払書発行区分,支払書支払明細印字区分,注文書発行元ｺｰﾄﾞ,支払書発行元ｺｰﾄﾞ,PO発行元ｺｰﾄﾞ,仕入先メモ,登録日時,最終更新日時,部門
00049,船橋生理用品　間藤,ふなばしせいりようひん　まとう,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00049,Y,,,,御中,,,,00002,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/01/16 18:44:46,2020/07/19 13:35:06,輸出事業
00050,大高酵素株式会社,おおたかこうそ,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00050,Y,,,,御中,,,,00002,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/01/16 19:37:36,2020/07/19 13:35:06,輸出事業
00051,美日美粧,びにちびしょう,,,,,,,,,JPY,国外,,,有,無,00051,Y,,,,御中,,,,00001,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,9999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015/01/17 16:18:18,2020/07/19 13:35:06,輸出事業
00052,自有生活,じゆうせいかつ,,,,,,,,,JPY,国外,,,有,無,00052,Y,,,,御中,,,,00001,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015/01/17 16:20:32,2020/07/19 13:35:06,輸出事業
00053,丸美国際商事,まるびこくさいしょうじ,,,,,,,,,JPY,国外,,,有,無,00053,Y,,,,御中,,,,00001,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015/01/17 16:21:11,2020/07/19 13:35:06,輸出事業
00054,MHB薬粧,MHBやくしょう,,,,,,,,,JPY,国外,,,有,無,00054,Y,,,,御中,,,,00001,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015/01/17 17:41:55,2020/07/19 13:35:06,輸出事業
00055,株式会社新日本機能食品,しんにほんきのうしょくひん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00055,Y,,,,御中,,,,00002,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/01/18 12:51:05,2020/07/19 13:35:06,輸出事業
00056,ココカラファイン　狛江店,ここからふぁいん　こまえてん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00056,Y,,,,御中,,,,00004,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/01/20 17:06:37,2020/07/19 13:35:06,輸出事業
00057,サンドラッグ　狛江店,さんどらっぐ　こまえてん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00057,Y,,,,御中,,,,00004,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/01/20 17:07:01,2020/07/19 13:35:06,輸出事業
00058,ココカラファイン　北千住店,ここからふぁいん　きたせんじゅてん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00058,Y,,,,御中,,,,00004,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/01/21 23:45:34,2020/07/19 13:35:06,輸出事業
00059,大宮生理用品　陳,おおみやせいりようひん　ちん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00059,Y,,,,御中,,,,00002,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/01/22 00:08:44,2020/07/19 13:35:06,輸出事業
00060,サンドラッグ　祖師谷店,さんどらっぐ　そしがやてん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00060,Y,,,,御中,,,,00004,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/01/27 20:05:17,2020/07/19 13:35:06,輸出事業
00061,サンドラッグ　上野店,さんどらっぐうえのてん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00061,Y,,,,御中,,,,00004,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/01/28 20:40:17,2020/07/19 13:35:06,輸出事業
00062,マツモトキヨシ　池袋東口店,まつもときよし　いけぶくろひがしぐちてん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00062,Y,,,,御中,,,,00004,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/01/28 20:41:03,2020/07/19 13:35:06,輸出事業
00063,マツモトキヨシ　池袋東口アネックス店,まつもときよし　いけぶくろひがしぐちあねっくすてん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00063,Y,,,,御中,,,,00004,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/01/28 20:42:27,2020/07/19 13:35:06,輸出事業
00064,マツモトキヨシ　新宿三丁目店,まつもときよし　しんじゅくさんちょうめてん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00064,Y,,,,御中,,,,00004,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/01/28 20:43:20,2020/07/19 13:35:06,輸出事業
00065,マツモトキヨシ　新宿東口店,まつもときよし　しんじゅくひがしぐちてん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00065,Y,,,,御中,,,,00004,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/01/28 20:43:47,2020/07/19 13:35:06,輸出事業
00066,サンドラッグ　八王子北口店,さんどらっぐ　はちおうじきたぐちてん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00066,Y,,,,御中,,,,00004,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/01/30 20:19:51,2020/07/19 13:35:06,輸出事業
00067,ケンコーコム株式会社,けんこおこむ,,,,,,,,,JPY,国内,,,有,有,00067,Y,,,,御中,,,,00001,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,00067,Y,,,,御中,,,,00002,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/02/03 21:51:22,2020/07/19 13:35:06,輸出事業
00068,株式会社薬師堂,やくしどう,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00068,Y,,,,御中,,,,00002,,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/02/05 02:51:51,2020/07/19 13:35:06,輸出事業
00069,Unispeed,Unispeed,,,,,,,,,JPY,国外,,,有,無,00069,Y,,,,御中,,,,00001,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015/02/05 03:08:50,2020/07/19 13:35:06,輸出事業
00070,漫漫淘,まんまんとう,美生,,,,,,,,JPY,国外,,,有,無,00070,Y,,,,御中,,,,00001,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015/02/06 20:06:46,2020/07/19 13:35:06,輸出事業
00071,くすりの福太郎　曙橋,くすりのふくたろう　あけぼのばし,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00071,Y,,,,御中,,,,00004,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/02/12 19:35:11,2020/07/19 13:35:06,輸出事業
00072,株式会社塙屋,はなわや,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00072,Y,,,,御中,,,,00002,,都度支払,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/02/14 19:17:35,2020/07/19 13:35:06,輸出事業
00073,ハナシン株式会社,はなしん,,,,,,,,,JPY,国内,,,有,無,00073,Y,,,,御中,,,,00001,,都度請求,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015/02/14 21:59:32,2020/07/19 13:35:06,輸出事業
00074,宋さん,そうさん,,,,,,,,,JPY,国内,,,有,無,00074,Y,,,,御中,,,,00001,,都度請求,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015/02/14 22:17:48,2020/07/19 13:35:06,輸出事業
00075,くすりの福太郎　南千住7丁目店,くすりのふくたろう　みなみせんじゅ7ちょうめてん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00075,Y,,,,御中,,,,00002,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/03/14 03:14:39,2020/07/19 13:35:06,輸出事業
00076,ツルハドラッグ　白金台店,つるはどらっぐ　しろかねだいてん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00076,Y,,,,御中,,,,00002,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/03/18 15:38:55,2020/07/19 13:35:06,輸出事業
00077,ツルハドラッグ　南池袋店,つるはどらっぐ　みなみいけぶくろてん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00077,Y,,,,御中,,,,00002,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/03/18 15:39:38,2020/07/19 13:35:06,輸出事業
00078,マメゼット　ヤフーショップ,まめぜっと　やふうしょっぷ,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00078,Y,,,,御中,,,,00002,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/03/18 20:30:37,2020/07/19 13:35:06,輸出事業
00079,セキチュー　楽天市場店,せきちゅう　らくてんしじょうてん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00079,Y,,,,御中,,,,00002,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/03/18 20:31:50,2020/07/19 13:35:06,輸出事業
00080,創快健美,そうかいたけみ,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00080,Y,,,,御中,,,,00002,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/03/18 20:32:42,2020/07/19 13:35:06,輸出事業
00081,サンドラッグe-shop,さんどらっぐe-shop,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00081,Y,,,,御中,,,,00002,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/03/18 20:33:27,2020/07/19 13:35:06,輸出事業
00082,株式会社グリーンメディカル,ぐりいんめでぃかる,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00082,Y,,,,御中,,,,00002,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/03/18 20:35:31,2020/07/19 13:35:06,輸出事業
00083,マツモトキヨシ　南池袋店,まつもときよし　みなみいけぶくろてん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00083,Y,,,,御中,,,,00002,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/03/25 22:38:19,2020/07/19 13:35:06,輸出事業
00084,ツルハドラッグ　高田馬場店,つるはどらっぐ　たかだのばばてん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00084,Y,,,,御中,,,,00002,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/03/29 18:09:02,2020/07/19 13:35:06,輸出事業
00085,ツルハドラッグ　新宿上落合店,つるはどらっぐ　しんじゅくかみおちあいてん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00085,Y,,,,御中,,,,00002,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/03/29 18:09:40,2020/07/19 13:35:06,輸出事業
00086,オニオン,おにおん,,,,,,,,,JPY,国内,,,有,無,00086,Y,,,,御中,,,,00001,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015/03/29 20:18:09,2020/07/19 13:35:06,輸出事業
00087,スギ薬局　野田つつみ野店,,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00087,Y,,,,御中,,,,00004,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/04/20 22:49:15,2020/07/19 13:35:06,輸出事業
00088,スギ薬局　野田愛石店,,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00088,Y,,,,御中,,,,00004,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/04/20 22:51:04,2020/07/19 13:35:06,輸出事業
00089,マツモトキヨシ　上野アメ横part2店,まつもときよし　うえのあめよこpart2てん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00089,Y,,,,御中,,,,00004,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/04/20 23:25:09,2020/07/19 13:35:06,輸出事業
00090,ココカラファイン　西池袋店,ここからふぁいん　にしいけぶくろてん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00090,Y,,,,御中,,,,00004,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/04/21 17:28:36,2020/07/19 13:35:06,輸出事業
00091,ココカラファイン　北千住旭町店,ここからふぁいん　きたせんじゅあさひまちてん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00091,Y,,,,御中,,,,00004,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/04/21 17:33:59,2020/07/19 13:35:06,輸出事業
00092,マツモトキヨシ　北千住店,まつもときよし　きたせんじゅてん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00092,Y,,,,御中,,,,00004,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/04/21 17:35:17,2020/07/19 13:35:06,輸出事業
00093,サンドラッグ　北千住店,さんどらっぐ　きたせんじゅてん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00093,Y,,,,御中,,,,00004,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/04/21 17:36:07,2020/07/19 13:35:06,輸出事業
00094,サンドラッグ　池袋東口店,さんどらっぐ　いけぶくろひがしぐちてん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00094,Y,,,,御中,,,,00004,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/04/21 17:48:25,2020/07/19 13:35:06,輸出事業
00095,コクミン　北千住ルミネ店,こくみん　きたせんじゅるみねてん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00095,Y,,,,御中,,,,00004,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/04/21 18:28:58,2020/07/19 13:35:06,輸出事業
00096,ココカラファイン　北千住西口駅前店,ここからふぁいん　きたせんじゅにしぐちえきまえてん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00096,Y,,,,御中,,,,00004,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/04/21 18:29:44,2020/07/19 13:35:06,輸出事業
00097,毛方園,もうほうえん,,,,,,,,,JPY,国内,,,有,無,00097,Y,,,,御中,,,,00001,,都度請求,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015/05/09 12:05:43,2020/07/19 13:35:06,輸出事業
00098,ぱぱす　新人形町店,ぱぱす　しんにんぎょうちょうてん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00098,Y,,,,御中,,,,00004,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/05/12 11:59:58,2020/07/19 13:35:06,輸出事業
00099,丸晟商事株式会社,まるせいしょうじ,,,,3350002,埼玉県蕨市塚越1-18-3,KSビル１F,,,JPY,国内,,,有,無,00099,Y,,,,御中,048-433-1662,,,00001,,都度請求,,,,,,,1,100,使用,基本設定参照,外税,伝票,基本設定参照,99999999999,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015/05/20 13:10:40,2023/06/07 17:04:06,輸出事業
00100,セキドラッグ　桜の里店,せきどらっぐ,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00100,Y,,,,御中,,,,00004,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/05/17 16:50:35,2015/05/17 17:01:11,輸出事業
00101,トライウェル　野田店,とらいうぇる　のだてん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00101,Y,,,,御中,,,,00004,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/05/17 16:51:19,2015/05/17 16:51:19,輸出事業
00102,くすりの福太郎　春日部店,くすりのふくたろう　かすかべてん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00102,Y,,,,御中,,,,00004,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/05/17 16:52:06,2015/05/17 17:06:37,輸出事業
00103,マツモトキヨシ　春日部東口店,まつもときよし　かすかべひがしぐちてん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00103,Y,,,,御中,,,,00004,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/05/17 16:52:44,2015/05/17 16:52:44,輸出事業
00104,スギ薬局　野田七光台店,すぎやっきょく　のだななこうだいてん,,,,,,,,,JPY,国内,,,無,有,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00104,Y,,,,御中,,,,00004,,都度支払,,,,,,,1,100,使用,基本設定参照,内税,伝票,基本設定参照,0,0,0,0,共通自動採番,基本設定参照,印字する,,,,,2015/05/17 16:53:30,2015/05/17 16:53:30,輸出事業
