Unique ID,出荷日,商品名,数量,元データ合計金額,売上高,原価単価,原価計算根拠,売上原価,物流業者(推測後),業者推測根拠,箱数,箱数計算ルール,箱単価,物流費
,2025/7/19,Rybelsus 司美格鲁肽 索马鲁肽片剂 3mg 100錠,1.0,"25,000",25000.0,13960.0,マスター参照,13960.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/19,Dayvigo莱博雷生5mg 100錠,3.0,"34,500",34500.0,8270.0,マスター参照,24810.0,神戸物流,元データ,3.0,通常ルール (数量),248,744.0
,2025/7/19,Dayvigo莱博雷生10mg 100錠,1.0,"17,000",17000.0,12360.0,マスター参照,12360.0,神戸物流,元データ,1.0,通常ルール (数量),248,248.0
,2025/7/22,Mounjaro 替尔泊肽 替西帕肽 5mg 1支,2.0,"21,040",21040.0,3848.0,マスター参照,7696.0,JD,元データ,1,マンジャロルール (数量/2),1355,1355
,2025/7/22,Mounjaro 替尔泊肽 替西帕肽 2.5mg 1支,2.0,"11,420",11420.0,1924.0,マスター参照,3848.0,JD,元データ,1,マンジャロルール (数量/2),1355,1355
,2025/7/22,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"23,000",23000.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/22,Mounjaro 替尔泊肽 替西帕肽 5mg 1支,1.0,"8,250",8250.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/22,Mounjaro 替尔泊肽 替西帕肽 2.5mg 1支,1.0,"7,000",7000.0,1924.0,マスター参照,1924.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/22,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"10,000",10000.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/22,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,1.0,"21,000",21000.0,11544.0,マスター参照,11544.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/22,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"11,500",11500.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/22,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,1.0,"28,000",28000.0,11544.0,マスター参照,11544.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/22,Dayvigo莱博雷生10mg 100錠,2.0,"46,000",46000.0,12360.0,マスター参照,24720.0,要町SF,元データ,2.0,通常ルール (数量),1304,2608.0
,2025/7/22,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"26,000",26000.0,3848.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/22,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"44,000",44000.0,7696.0,マスター参照,15392.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/22,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"23,500",23500.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/22,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,2.0,"13,000",13000.0,11544.0,マスター参照,23088.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/22,Mounjaro 替尔泊肽 替西帕肽 2.5mg 1支,1.0,0,0.0,1924.0,マスター参照,1924.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/22,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"14,000",14000.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/22,帝人痛风20mg 100錠,1.0,"8,800",8800.0,2980.0,マスター参照,2980.0,SF CN,元データ,1.0,通常ルール (数量),406,406.0
,2025/7/22,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"14,000",14000.0,3848.0,マスター参照,3848.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/22,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"14,000",14000.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/22,帝人痛风20mg 100錠,1.0,"8,300",8300.0,2980.0,マスター参照,2980.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/22,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"31,000",31000.0,3848.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/22,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,6.0,"138,000",138000.0,7696.0,マスター参照,46176.0,EMS,元データ,3,マンジャロルール (数量/2),1308,3924
,2025/7/22,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,3.0,"93,000",93000.0,11544.0,マスター参照,34632.0,EMS,元データ,2,マンジャロルール (数量/2),1308,2616
,2025/7/22,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"23,000",23000.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/29,Semaglutide 司美格鲁肽 2mg/1.5ml 1支,1.0,"20,000",20000.0,11151.0,マスター参照,11151.0,不明,推測不能,0,,0,0
,2025/7/22,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,3.0,"42,000",42000.0,3848.0,マスター参照,11544.0,EMS,元データ,2,マンジャロルール (数量/2),1308,2616
,2025/7/22,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"15,000",15000.0,3848.0,マスター参照,3848.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/22,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"14,000",14000.0,3848.0,マスター参照,3848.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/22,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"25,000",25000.0,3848.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/22,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"51,000",51000.0,7696.0,マスター参照,15392.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/22,Dayvigo莱博雷生10mg 100錠,3.0,"72,400",72400.0,12360.0,マスター参照,37080.0,EMS,元データ,3.0,通常ルール (数量),1308,3924.0
,2025/7/22,Quviviq/Daridorexant 达利雷生/达利多雷生50mg 100錠,1.0,"24,300",24300.0,9080.0,マスター参照,9080.0,要町SF,元データ,1.0,通常ルール (数量),1304,1304.0
,2025/7/22,Dayvigo莱博雷生5mg 100錠,1.0,"19,300",19300.0,8270.0,マスター参照,8270.0,要町SF,元データ,1.0,通常ルール (数量),1304,1304.0
,2025/7/22,Rybelsus 司美格鲁肽 索马鲁肽片剂 7mg 100錠,1.0,"53,000",53000.0,32570.0,マスター参照,32570.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/22,Dayvigo莱博雷生2.5mg 100錠,1.0,"13,300",13300.0,5210.0,マスター参照,5210.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/22,Rybelsus 司美格鲁肽 索马鲁肽片剂 3mg 100錠,1.0,"25,000",25000.0,13960.0,マスター参照,13960.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/22,Dayvigo莱博雷生5mg 100錠,1.0,"19,300",19300.0,8270.0,マスター参照,8270.0,要町SF,元データ,1.0,通常ルール (数量),1304,1304.0
,2025/7/22,Dayvigo莱博雷生5mg 100錠,1.0,"21,800",21800.0,8270.0,マスター参照,8270.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/22,Rybelsus 司美格鲁肽 索马鲁肽片剂 7mg 100錠,1.0,"54,000",54000.0,32570.0,マスター参照,32570.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/22,Rybelsus 司美格鲁肽 索马鲁肽片剂 7mg 100錠,1.0,"51,500",51500.0,32570.0,マスター参照,32570.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/23,Mounjaro 替尔泊肽 替西帕肽 15mg 1支,8.0,"191,904",191904.0,11544.0,マスター参照,92352.0,EMS,元データ,4,マンジャロルール (数量/2),1308,5232
,2025/7/22,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,189.0,"2,646,000",2646000.0,7696.0,マスター参照,1454544.0,大阪神洲物流,元データ,95,マンジャロルール (数量/2),606,57570
,2025/7/22,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,30.0,"540,000",540000.0,11544.0,マスター参照,346320.0,大阪神洲物流,元データ,15,マンジャロルール (数量/2),606,9090
,2025/7/22,Mounjaro 替尔泊肽 替西帕肽 10mg 2支x1盒,20.0,"440,000",440000.0,15392.0,マスター参照,307840.0,大阪神洲物流,元データ,10,マンジャロルール (数量/2),606,6060
,2025/7/22,Mounjaro 替尔泊肽 替西帕肽 12.5mg 2支x1盒,10.0,"260,000",260000.0,19240.0,マスター参照,192400.0,大阪神洲物流,元データ,5,マンジャロルール (数量/2),606,3030
,2025/7/23,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"28,500",28500.0,3848.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/23,Rybelsus 司美格鲁肽 索马鲁肽片剂 7mg 1錠,20.0,"11,500",11500.0,325.7,マスター参照,6514.0,EMS,元データ,20.0,通常ルール (数量),1308,26160.0
,2025/7/23,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,2.0,"65,000",65000.0,11544.0,マスター参照,23088.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/23,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"14,000",14000.0,3848.0,マスター参照,3848.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/23,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,3.0,"51,000",51000.0,7696.0,マスター参照,23088.0,EMS,元データ,2,マンジャロルール (数量/2),1308,2616
,2025/7/23,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,1.0,"21,000",21000.0,11544.0,マスター参照,11544.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/23,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"12,500",12500.0,3848.0,マスター参照,3848.0,不明,推測不能,0,,0,0
,2025/7/23,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"12,500",12500.0,3848.0,マスター参照,3848.0,不明,推測不能,0,,0,0
,2025/7/23,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"18,000",18000.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/23,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,1.0,"35,000",35000.0,11544.0,マスター参照,11544.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/23,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,1.0,"35,000",35000.0,11544.0,マスター参照,11544.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/23,Mounjaro 替尔泊肽 替西帕肽 10mg 2支x1盒,3.0,"129,000",129000.0,15392.0,マスター参照,46176.0,EMS,元データ,2,マンジャロルール (数量/2),1308,2616
,2025/7/23,62 津村制药汉方 防风通圣散冲剂  2.5gx42包,1.0,"3,200",3200.0,1449.0,マスター参照,1449.0,SF CN,元データ,1.0,通常ルール (数量),406,406.0
,2025/7/23,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,6.0,"102,000",102000.0,7696.0,マスター参照,46176.0,EMS,元データ,3,マンジャロルール (数量/2),1308,3924
,2025/7/23,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,4.0,"88,000",88000.0,11544.0,マスター参照,46176.0,EMS,元データ,2,マンジャロルール (数量/2),1308,2616
,2025/7/23,Rybelsus 司美格鲁肽 索马鲁肽片剂 7mg 100錠,1.0,"51,500",51500.0,32570.0,マスター参照,32570.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/23,Rybelsus 司美格鲁肽 索马鲁肽片剂 3mg 100錠,1.0,"26,500",26500.0,13960.0,マスター参照,13960.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/23,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"32,000",32000.0,3848.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/24,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"14,000",14000.0,3848.0,マスター参照,3848.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/24,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"23,000",23000.0,7696.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/24,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,2.0,"29,120",29120.0,11544.0,マスター参照,23088.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/24,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"7,100",7100.0,7696.0,マスター参照,7696.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/24,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,1.0,"9,200",9200.0,11544.0,マスター参照,11544.0,神戸物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/24,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"14,000",14000.0,3848.0,マスター参照,3848.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/24,Mounjaro 替尔泊肽 替西帕肽 2.5mg 1支,1.0,"8,000",8000.0,1924.0,マスター参照,1924.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/24,Mounjaro 替尔泊肽 替西帕肽 5mg 1支,1.0,"11,500",11500.0,3848.0,マスター参照,3848.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/24,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"15,500",15500.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/24,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"46,000",46000.0,7696.0,マスター参照,15392.0,要町SF,元データ,1,マンジャロルール (数量/2),1304,1304
,2025/7/24,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"26,000",26000.0,3848.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/24,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"32,000",32000.0,7696.0,マスター参照,15392.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/24,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"18,600",18600.0,3848.0,マスター参照,3848.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/24,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"23,000",23000.0,7696.0,マスター参照,7696.0,要町SF,元データ,1,マンジャロルール (数量/2),1304,1304
,2025/7/24,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,1.0,"30,000",30000.0,11544.0,マスター参照,11544.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/24,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"14,000",14000.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/24,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"11,500",11500.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/24,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"14,000",14000.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/24,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"23,000",23000.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/24,Mounjaro 替尔泊肽 替西帕肽 2.5mg 1支,1.0,0,0.0,1924.0,マスター参照,1924.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/24,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,3.0,"74,000",74000.0,7696.0,マスター参照,23088.0,EMS,元データ,2,マンジャロルール (数量/2),1308,2616
,2025/7/24,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"24,000",24000.0,7696.0,マスター参照,7696.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/31,Olopatadine盐酸奥洛他定片5mg,1.0,"3,360",3360.0,1040.0,マスター参照,1040.0,要町SF,元データ,1.0,通常ルール (数量),1304,1304.0
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,25.0,"212,500",212500.0,3848.0,マスター参照,96200.0,神戸物流,元データ,13,マンジャロルール (数量/2),248,3224
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,50.0,"725,000",725000.0,7696.0,マスター参照,384800.0,神戸物流,元データ,25,マンジャロルール (数量/2),248,6200
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,30.0,"555,000",555000.0,11544.0,マスター参照,346320.0,神戸物流,元データ,15,マンジャロルール (数量/2),248,3720
,2025/7/24,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"12,000",12000.0,3848.0,マスター参照,3848.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/24,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,4.0,"64,000",64000.0,7696.0,マスター参照,30784.0,EMS,元データ,2,マンジャロルール (数量/2),1308,2616
,2025/7/24,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,2.0,"38,000",38000.0,11544.0,マスター参照,23088.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/24,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"16,000",16000.0,7696.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/24,Dayvigo莱博雷生10mg 100錠,1.0,"24,300",24300.0,12360.0,マスター参照,12360.0,要町SF,元データ,1.0,通常ルール (数量),1304,1304.0
,2025/7/24,Dayvigo莱博雷生5mg 100錠,1.0,"19,300",19300.0,8270.0,マスター参照,8270.0,要町SF,元データ,1.0,通常ルール (数量),1304,1304.0
,2025/7/24,Rybelsus 司美格鲁肽 索马鲁肽片剂 7mg 100錠,1.0,"50,000",50000.0,32570.0,マスター参照,32570.0,EMS,元データ,1.0,通常ルール (数量),1308,1308.0
,2025/7/24,Mounjaro 替尔泊肽 替西帕肽 10mg 2支x1盒,1.0,"42,000",42000.0,15392.0,マスター参照,15392.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/24,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"34,000",34000.0,7696.0,マスター参照,15392.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/24,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,2.0,"38,000",38000.0,11544.0,マスター参照,23088.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/25,Mounjaro 替尔泊肽 替西帕肽 5mg 1支,4.0,"42,080",42080.0,3848.0,マスター参照,15392.0,EMS,元データ,2,マンジャロルール (数量/2),1308,2616
,2025/7/25,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,2.0,"45,000",45000.0,11544.0,マスター参照,23088.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/25,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,2.0,"42,000",42000.0,11544.0,マスター参照,23088.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/25,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,1.0,"30,000",30000.0,11544.0,マスター参照,11544.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/25,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,1.0,"21,000",21000.0,11544.0,マスター参照,11544.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/25,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"48,000",48000.0,7696.0,マスター参照,15392.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/25,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"17,000",17000.0,3848.0,マスター参照,3848.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/25,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"23,000",23000.0,7696.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/25,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,1.0,"30,000",30000.0,11544.0,マスター参照,11544.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/25,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,2.0,"40,000",40000.0,11544.0,マスター参照,23088.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/25,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"9,500",9500.0,3848.0,マスター参照,3848.0,SF CN,元データ,1,マンジャロルール (数量/2),406,406
,2025/7/25,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"14,000",14000.0,3848.0,マスター参照,3848.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/25,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,2.0,"31,000",31000.0,3848.0,マスター参照,7696.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/25,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,8.0,"184,000",184000.0,7696.0,マスター参照,61568.0,EMS,元データ,4,マンジャロルール (数量/2),1308,5232
,2025/7/25,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,2.0,"62,000",62000.0,11544.0,マスター参照,23088.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/25,Mounjaro 替尔泊肽 替西帕肽 5mg 1支,4.0,"53,000",53000.0,3848.0,マスター参照,15392.0,EMS,元データ,2,マンジャロルール (数量/2),1308,2616
,2025/7/25,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,500.0,"4,000,000",4000000.0,3848.0,マスター参照,1924000.0,神戸物流,元データ,250,マンジャロルール (数量/2),248,62000
,2025/7/25,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,300.0,"2,400,000",2400000.0,3848.0,マスター参照,1154400.0,神戸物流,元データ,150,マンジャロルール (数量/2),248,37200
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,200.0,"2,800,000",2800000.0,7696.0,マスター参照,1539200.0,神戸物流,元データ,100,マンジャロルール (数量/2),248,24800
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,400.0,"5,600,000",5600000.0,7696.0,マスター参照,3078400.0,神戸物流,元データ,200,マンジャロルール (数量/2),248,49600
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,200.0,"3,600,000",3600000.0,11544.0,マスター参照,2308800.0,神戸物流,元データ,100,マンジャロルール (数量/2),248,24800
,2025/7/25,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,300.0,"2,400,000",2400000.0,3848.0,マスター参照,1154400.0,大阪神洲物流,元データ,150,マンジャロルール (数量/2),606,90900
,2025/7/25,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,300.0,"4,200,000",4200000.0,7696.0,マスター参照,2308800.0,大阪神洲物流,元データ,150,マンジャロルール (数量/2),606,90900
,2025/7/25,Mounjaro 替尔泊肽 替西帕肽 12.5mg 2支x1盒,1.0,"47,500",47500.0,19240.0,マスター参照,19240.0,神户物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/25,62 津村制药汉方 防风通圣散冲剂  2.5gx1包,15.0,0,0.0,34.5,マスター参照,517.5,神户物流,元データ,15.0,通常ルール (数量),248,3720.0
,2025/7/25,Mounjaro 替尔泊肽 替西帕肽 2.5mg 1支,2.0,"16,500",16500.0,1924.0,マスター参照,3848.0,神户物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/25,62 津村制药汉方 防风通圣散冲剂  2.5gx1包,15.0,0,0.0,34.5,マスター参照,517.5,神户物流,元データ,15.0,通常ルール (数量),248,3720.0
,2025/7/25,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"14,000",14000.0,3848.0,マスター参照,3848.0,神户物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/25,Mohrus 久光膏药贴　7枚x1袋,1.0,0,0.0,200.2,マスター参照,200.2,神户物流,元データ,1.0,通常ルール (数量),248,248.0
,2025/7/25,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"23,000",23000.0,7696.0,マスター参照,7696.0,神户物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/25,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,1.0,"23,000",23000.0,7696.0,マスター参照,7696.0,神户物流,元データ,1,マンジャロルール (数量/2),248,248
,2025/7/25,Mohrus 久光膏药贴　7枚x1袋,960.0,"384,000",384000.0,200.2,マスター参照,192192.0,ヤマト,物流方法から推測,960.0,通常ルール (数量),0,0.0
,2025/7/28,Mounjaro 替尔泊肽 替西帕肽 2.5mg 2支x1盒,1.0,"17,000",17000.0,3848.0,マスター参照,3848.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
,2025/7/25,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"48,500",48500.0,7696.0,マスター参照,15392.0,ヤマト,物流方法から推測,1,マンジャロルール (数量/2),0,0
,2025/7/25,Dayvigo莱博雷生10mg 100錠,5.0,"115,500",115500.0,12360.0,マスター参照,61800.0,EMS,元データ,5.0,通常ルール (数量),1308,6540.0
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,30.0,"435,000",435000.0,7696.0,マスター参照,230880.0,神戸物流,元データ,15,マンジャロルール (数量/2),248,3720
,2025/7/26,Mounjaro 替尔泊肽 替西帕肽 7.5mg 2支x1盒,50.0,"925,000",925000.0,11544.0,マスター参照,577200.0,神戸物流,元データ,25,マンジャロルール (数量/2),248,6200
,2025/7/25,Mounjaro 替尔泊肽 替西帕肽 5mg 2支x1盒,2.0,"34,000",34000.0,7696.0,マスター参照,15392.0,EMS,元データ,1,マンジャロルール (数量/2),1308,1308
